City,DealerName,LocatorLatitude,LocatorLongitude,Phone,PostalAddress,State,Website,ZipCode
Newport News,Tommy Garner Air Conditioning,37.0789,-76.4958000000001,757-750-0291,12535 Warwick Blvd,VA,http://www.tommygarner.com,23606
Newport News,Allen&amp;#39;s HVAC Services,37.0789,-76.4958000000001,757-602-0817,12 Mellon St,VA,,23606
Newport News,Hilton Heating &amp;amp; Air Cond,37.0588,-76.4641000000002,757-913-5953,11524 Jefferson Ave,VA,http://www.hiltonheating.com,23601
Hampton,"Comfort Technology, Inc.",37.0595,-76.4069000000003,757-913-5958,2810 Build America Dr,VA,http://www.comforttechnologyinc.com,23666
Hampton,Peninsula Electric Co Inc,37.0089,-76.3866,757-750-1057,1715 Kecoughtan Rd,VA,,23661
Quinton,Batkins Eubank Heating &amp;amp; Air Conditioning,37.5257,-77.1511000000002,804-554-3623,PO Box 531,VA,,23141
Richmond,"Commonwealth Heating and Contractors, Inc.",37.556,-77.3779,804-292-0551,3200 Milburn Ave,VA,,23223
Richmond,Eveready Service Experts,37.4971,-77.4667999999998,804-256-7335,PO Box 24406,VA,,23224
Aylett,"Stanley Quality Systems, Inc",37.8127,-77.1899999999998,804-885-3676,279 Adams Ln,VA,,23009
Midlothian,RVA Heating &amp;amp; Cooling,37.4373,-77.6622,804-510-2182,12805 Spring Run Rd,VA,,23112
Midlothian,"W G Speeks, Inc.",37.4373,-77.6622,804-593-5416,10711 Paulbrook Dr,VA,,23112
Rockville,David L. Hall Inc.,37.7327,-77.7096000000003,804-719-1928,2424 Granite Ridge Rd,VA,,23146
Richmond,Short Pump Heating &amp;amp; Air,37.6158,-77.6364000000003,804-977-1695,12111 Ridgefield Pkwy,VA,,23233
Richmond,Dominion Service Co of Richmond,37.4971,-77.4667999999998,804-298-2396,2630 Goodes Bridge Rd,VA,,23224
Parksley,Karson Forsberg &amp;amp; Co.,37.779,-75.6343000000002,757-655-7298,17331 Lankford Hwy,VA,,23421
Painter,"S&amp;amp;S Mechanical, Inc",37.58,-75.7970999999998,757-656-4354,15329 PUNGOTEAGUE RD.,VA,,23420
Virginia Beach,"White Goods Services, Inc.",36.8894,-76.1479999999999,757-932-3012,1209 Baker Rd,VA,http://whitegoodsservices.com/,23455
Franklin,Parker Darden Htg &amp;amp; Air Cond,36.6905,-76.9426000000001,757-517-2792,201 S Main St,VA,,23851
Petersburg,Waltman Heating and Electrical Contractors,37.2163,-77.4782999999998,804-451-3431,424 Grove Ave,VA,,23803
Petersburg,FREDDIES HEATING &amp;amp; A/C,37.2163,-77.4782999999998,804-518-8837,6700 River Rd,VA,,23803
Midlothian,CAPITAL CITY HTG &amp;amp; COOLING INC,37.4373,-77.6622,804-510-2202,PO Box 4635,VA,,23112
Midlothian,GRIFFITH HEATING &amp;amp; COOLING INC,37.4373,-77.6622,804-593-5252,12601 Wilfong Dr,VA,,23112
Chesterfield,"Hawk&amp;#39;s Heating &amp;amp; Air, LLC",37.3989,-77.5740999999998,804-451-4427,PO Box 2590,VA,,23832
Farmville,Price Supply Co Inc,37.3229,-78.4174999999998,434-394-0812,105 Plank Rd,VA,,23901
MIDLOTHIAN,CONSOLITECH INTERNATIONAL LLC (Midlothian Mechanical),37.5382,-77.6692,804-601-4772,MIDLOTHIAN MECHANICAL,VA,,23113
Concord,Bohannon Electric Htg &amp;amp; A/C,37.3378,-78.9649999999999,434-993-8158,1348 Richmond Hwy,VA,,24538
Lynchburg,Farmer&amp;#39;s Heating,37.3527,-79.1575999999998,804-593-5401,178 White Pine Dr,VA,,24501
Lynchburg,"Southern Air, Inc.",37.3527,-79.1575999999998,434-218-1978,2655 Lakeside Drive,VA,http://southern-air.com/,24501
Lynchburg,Candler Heating and Air,37.3527,-79.1575999999998,434-338-6995,200 Durham St,VA,,24501
Lynchburg,Davis Heating and Cooling Inc,37.3516,-79.2171,434-485-5735,19218 Forest Rd,VA,,24502
Lynchburg,"Cundiff Heating &amp;amp; Air Conditioning, Inc.",37.3516,-79.2171,888-388-2706,20436 Lynchburg Hwy,VA,,24502
roanoke,"Cundiff Heating &amp;amp; Air Conditioning, Inc.",37.3449,-79.9562,540-685-1492,po box 7369,VA,,24019
Roanoke,Main Heating and Air,37.2725,-79.9556000000001,540-795-2195,1930 Patterson Ave SW,VA,,24016
Salem,PRILLAMAN MECHANICAL HTG &amp;amp; A/C,37.2956,-80.1166000000001,540-795-2185,PO Box 1309,VA,,24153
Christiansburg,"Cundiff Heating &amp;amp; Air Conditioning, Inc.",37.1278,-80.4250999999999,540-585-1933,970 Roanoke St,VA,,24073
Radford,New River Heating and Air,37.1746,-80.6425000000002,540-505-0792,91 Ingles St,VA,,24141
Union Hall,"Cundiff Heating &amp;amp; Air Conditioning, Inc.",36.9976,-79.6899999999999,540-912-4293,11795 Old Franklin Tpke,VA,,24176
Vinton,Temp O Matic Inc,37.2726,-79.7652999999998,540-795-2152,304 W Virginia Ave,VA,http://www.temp-o-matic.com,24179
Moneta,H.T.F. Mechanical,37.2404,-79.6336000000002,540-874-2713,1026 White House Rd,VA,,24121
Martinsville,A-1 Heating And Cooling,36.7249,-79.8574,276-352-4692,13 Roanoke St,VA,,24112
Martinsville,Bryants Plumbing and Heating Corp,36.7249,-79.8574,276-352-4579,395 Greenhill Dr,VA,,24112
Lebanon,Starnes Refrigeration,36.85,-82.1248999999999,276-582-1359,265 W Main St,VA,,24266
Gate City,Williams Heating and Air,36.6668,-82.6167,888-827-2767,128 Kane St,VA,,24251
Marion,Custom Air,36.8339,-81.5195000000001,276-243-0793,554 Railroad Dr,VA,,24354
Hot Springs,Ryder Electric Inc,37.9738,-79.8988000000003,540-319-5312,42 Thomastown Rd,VA,,24445
Creedmoor,JW Ultra Air Heating &amp;amp; Cooling,36.1139,-78.6264999999999,984-444-5209,3035 Les Paul Rd,NC,,27522
Eden,Corum Heating and Air Conditioning Co Inc,36.5114,-79.7843999999998,336-612-3899,605 N Bridge St,NC,,27288
Eden,Lloyd&amp;#39;s Heating &amp;amp; Air,36.5114,-79.7843999999998,336-939-6131,795 Hampton Rd,NC,,27288
Pearisburg,Strongs Inc,37.2475,-80.7675,540-922-1167,200 Sunset Dr,VA,http://www.strongsinc.com,24134
Honaker,McNultys Heat and Air,37.0328,-82.0041999999998,276-254-4784,7121 Redbud Hwy,VA,,24260
Bradley,Appalachian Heating,37.8654,-81.1943999999998,304-202-1163,6268 Robert C Byrd Dr,WV,http://www.appheat.com,25818
Redmond,MM Comfort Systems,47.6833,-122.1231,425-296-9495,18103 NE 68th St,WA,http://www.mmcomfortsystems.com,98052
Mountlake Terrace,Olympic Mechanical Inc,47.7924,-122.3065,425-599-2064,21718 66th Ave W,WA,http://www.olympic-mechanical.com,98043
Mukilteo,All Points Heating &amp;amp; Fireplace,47.9095,-122.3022,425-947-1999,4332 Chennault Beach Rd,WA,http://www.allpointsheating.com,98275
Snohomish,"Gasline Mechanical, Inc.",47.8293,-122.096,425-908-0886,9926 Elliott Rd,WA,http://www.gaslinemechanical.com,98296
Auburn,Universal Refrigeration,47.31,-122.2668,253-275-0847,4102 B Pl NW,WA,http://www.universalrefrig.com/,98001
Bellevue,PMG Mechanical,47.6067,-122.1171,206-876-7133,15600 NE 8th St,WA,,98008
Seattle,Brennan Heating,47.4892,-122.3029,206-973-0968,4601 S 134th Pl,WA,,98168
Enumclaw,"Treat&amp;#39;s Heating &amp;amp; Cooling, a division of Auburn Sheet Metal",47.1782,-121.6415,360-226-2509,844 Mt Villa Dr,WA,http://www.treatsheating.com/,98022
Tacoma,"All Seasons, Inc.",47.2069,-122.4815,253-948-3582,4851 S Washington St,WA,http://www.wantheat.com,98409
Seattle,Olson Energy Service,47.6705,-122.3818,206-445-6786,4415 Leary Way NW,WA,http://www.olsonenergy.com,98107
Lynnwood,D/B Solutions,47.8111,-122.2834,425-599-2029,2100 196th St SW,WA,,98036
Lynnwood,Kings Heating &amp;amp; Air Conditioning,47.8111,-122.2834,425-599-2057,6925 216th St SW,WA,http://www.kingsheating.com,98036
Ferndale,Barron Heating and Air Conditioning Inc,48.8653,-122.6362,360-543-8423,5100 Pacific Hwy,WA,http://www.barronheating.com,98248
Bellingham,Marrs Heating and Air Conditioning,48.8172,-122.4045,360-255-7897,1677 MT Baker Hwy,WA,http://www.marrsheating.com,98226
Puyallup,Puyallup Heating and Air Conditioning,47.2268,-122.2762,253-251-1797,130 15th St SE,WA,http://www.puyallupheating.com,98372
Aberdeen,Harbor Ventilation dba L and B Heating,47.1445,-123.7718,360-209-8935,701 E Market St,WA,http://www.harborventilation.com,98520
Bremerton,Sullivan Heating &amp;amp; Cooling,47.5691,-122.8186,360-362-1060,5373 Auto Center Way,WA,http://www.sullivanheating.com,98312
Bremerton,"Economy Hearth and Home, Inc.",47.6314,-122.6381,360-328-1508,8753 State Highway 303 NE,WA,,98311
South Prairie,"Castle Custom Mechanical, LLC",47.1383,-122.1073,360-284-2604,206 Eleanor Ct N,WA,,98385
Puyallup,Sound Heating &amp;amp; Air Conditioning,47.1033,-122.3244,253-271-8893,5526 184th St E,WA,,98375
Sumner,MM Comfort Systems,47.2018,-122.2338,253-299-2074,13701 24th St. E,WA,,98390
Lacey,Sunset Air Inc,47.0254,-122.7992,360-464-9341,5210 Lacey Blvd SE,WA,http://www.sunsetair.com,98503
Astoria,P &amp;amp; L Johnson Mechanical,46.0947,-123.6856,971-704-5465,429 Gateway Ave,OR,http://www.pljohnsonmechanical.com,97103
The Dalles,Oregon Equipment Co Inc,45.5517,-121.219,541-705-2899,1505 W 1st St,OR,http://www.oregonequipment.com,97058
Longview,Entek Corp,46.2098,-123.0644,360-846-9097,1021 Columbia Blvd,WA,http://www.entekhvac.com,98632
Vancouver,All Seasons Heating and Cooling Inc,45.6792,-122.469,360-719-1594,13213 NE Kerr Rd,WA,http://allseasonshvac.com/,98682
Brush Prairie,Accent Heating and Cooling,45.7323,-122.4482,360-831-0928,PO Box 95,WA,,98606
Wenatchee,Alpine Aire Heating &amp;amp; Cooling,47.3635,-120.3481,509-293-7324,1306 Walnut St,WA,http://www.alpineaire.net,98801
Omak,Don Kruse Electric,48.4274,-119.5241,509-557-7672,40 A Copple Rd,WA,,98841
Yakima,All Seasons Heating and Air Conditioning,46.5979,-120.5343,509-426-7915,302 S 3rd Ave,WA,http://www.allseasonsheating.com,98902
Richland,Total Energy Management Inc,46.3848,-119.3784,509-392-6708,2521 Stevens Drive,WA,http://www.teminc.com,99354
Kennewick,Apollo Heating and Air Conditioning,46.2117,-119.1733,509-572-3924,1119 W Columbia Dr,WA,http://www.apolloheatingandair.com,99336
Spokane,Hurliman Heating,47.6358,-117.2528,509-822-6293,515 S Dishman Mica Rd,WA,http://www.hurlimanheating.com,99206
Moses Lake,Basin Refrigeration and Heating,47.1758,-119.2892,509-707-8422,10158 Kinder Rd NE,WA,http://www.basinref.com,98837
Colville,ABC  Heating &amp;amp; Electric,48.6776,-117.7361,509-563-2876,411 W 2nd,WA,,99114
Spokane,KTU of Spokane,47.7984,-117.3853,509-850-9432,PO Box 28899,WA,,99228
Walla Walla,Grassi Refrigeration,46.127,-118.3596,509-593-0665,1445 W Rose St,WA,http://www.grassi.us,99362
Mequon,Cliff Bergin &amp;amp; Associates,43.2173,-87.9347000000001,262-238-3109,6300 W Donges Bay Rd,WI,http://www.cbergin.com,53092
Oostburg,"Advanced Comfort Systems, Inc.",43.6252,-87.7984,262-476-4377,1130 Michigan Ave,WI,http://www.advancedcomfortsystems.net,53070
Brookfield,Gross Heating &amp;amp; Air Conditioning,43.0627,-88.0989999999997,414-409-3868,3260 N 126th St,WI,http://www.grossheating.com,53005
Milwaukee,R J Heating and Air Conditioning,43.1312,-87.9474999999998,414-914-5194,3820 W Villard Ave,WI,http://www.rjheatingair.com,53209
West Bend,Schneiss Heating and Air Conditioning,43.419,-88.1676999999997,262-384-3873,3450 S River Rd,WI,,53095
Brookfield,Quality Heating &amp;amp; Sheet Metal Co,43.0712,-88.1519999999999,414-914-2849,2840 N Brookfield Rd,WI,,53045
Saukville,Mueller Heating and Cooling Inc,43.4005,-87.991,262-235-2910,1863 State Road 33,WI,http://www.muellerheating.com,53080
Howards Grove,Neumann Plumbing and Heating,43.8288,-87.7755999999997,920-395-6157,1114 Millersville Ave,WI,http://www.neumannplumbing.com,53083
Waukesha,Tom&amp;#39;s Heating Service,42.9962,-88.3114999999999,262-226-2517,212 W Saint Paul Ave,WI,http://www.tomsheating.net,53188
Waukesha,1st Choice Heating and Cooling,42.9422,-88.2963999999999,262-955-8667,S30W24698 Sunset Dr,WI,http://www.1stchoiceheating.com,53189
Sussex,Interstate Heating Co Inc,43.1492,-88.2347,262-372-1532,N53W24950 S Corporate Cir,WI,http://www.interstateheating.com,53089
Waterford,Midwest Heating &amp;amp; Cooling,42.796,-88.1896999999998,414-395-5850,8024 Marjorie Dr,WI,,53185
Oconomowoc,Pat&amp;#39;s Heating &amp;amp; Air Conditioning Inc,43.114,-88.4930999999998,262-269-1989,1833 Executive Dr,WI,,53066
West Allis,West Allis Heating &amp;amp; Cooling,43.0204,-88.0169000000002,262-395-7081,1827 S 76th St,WI,,53214
Hubertus,Weyer &amp;amp; Sons Htg &amp;amp; A/C,43.2393,-88.2566000000001,262-622-6680,1313 State Road 175,WI,,53033
New Berlin,New Berlin Heating &amp;amp; Air Conditioning,42.9734,-88.0988,414-501-3094,1910 S Sunnyslope Rd,WI,http://www.newberlinheating.com,53151
Rubicon,C &amp;amp; B Custom Heating and Air Conditioning,43.3111,-88.4578999999999,262-223-3799,N4009 Goodland Rd,WI,,53078
Watertown,Dale&amp;#39;s Service and Refrigeration,43.2056,-88.7256,920-245-5207,W 6616 Silver Creek Rd,WI,,53098
Winneconne,M C M Air,44.1137,-88.8043999999999,920-385-5650,6122 County Road M,WI,http://www.mcmair.com,54986
Fond du Lac,Fondy Heating &amp;amp; Air Conditioning,43.7898,-88.5290999999999,920-322-5818,N7374 Mosher Dr,WI,,54937
Sheboygan,Lakeshore HVAC Co Inc.,43.7072,-87.7387000000001,920-395-6243,3323 Behrens Pkwy,WI,,53081
Plymouth,Steiner Heating,43.7466,-87.9865999999999,920-449-1509,425 McColm St,WI,,53073
Franklin,Brothers Consolidated Heating &amp;amp; Air Conditioning,42.8859,-88.0105999999999,414-395-5254,11421 W Saint Martins Rd,WI,,53132
Waukesha,"Seider Heating, Plumbing &amp;amp; Electrical",43.0104,-88.2130000000001,262-955-8654,N22W22967 Nancys Ct,WI,http://www.seider.com/,53186
Waterford,Bonanza Heating,42.796,-88.1896999999998,262-806-3988,822 Bakke Ave,WI,http://www.bonanzahtg.com,53185
Kenosha,Southport Heating and Cooling,42.6206,-87.9164999999997,262-842-5212,6919 51st St,WI,http://www.southportheating.com,53144
Elkhorn,Komfort Heating &amp;amp; Cooling Inc,42.7172,-88.5415999999999,262-427-8686,5384 State Road 11,WI,,53121
Oak Creek,Roth Heating Co. Inc,42.8802,-87.9005000000003,414-207-9967,400 W Drexel Ave,WI,http://www.rothheating.com,53154
Kenosha,"Wisconsin Fuel &amp;amp; Heating, Inc.",42.6206,-87.9164999999997,262-612-3316,5609 49th St,WI,http://www.wisconsinfuel.com,53144
Milwaukee,D &amp;amp; M Heating and Air Conditioning Inc,42.9543,-87.9438999999999,414-892-7903,4227 S 13th St,WI,http://www.dmheating.com,53221
Grafton,K Komfort - Grafton,43.3305,-87.9298999999999,262-546-7658,1201 6th Ave,WI,,53024
Menomonee Falls,"Seider Heating, Plumbing &amp;amp; Electrical",43.149,-88.1221000000003,262-735-5227,N89W16340 Main St,WI,http://www.seider.com,53051
Richland Center,Ash Creek Plumbing and Heating,43.4015,-90.4108999999999,608-360-9566,1011 Hwy 14 E,WI,,53581
Dodgeville,Reese and Wolfe,42.9917,-90.1451,608-319-1624,313 King St,WI,,53533
Dodgeville,Collins and Hying,42.9917,-90.1451,608-319-1666,221 County Road Yz,WI,,53533
Mount Horeb,Olson Heating &amp;amp; Cooling,42.9652,-89.7347000000003,608-665-1904,214 E Lincoln St,WI,,53572
Waunakee,"Greiber Heating &amp;amp; Sheet Metal, Inc.",43.1852,-89.4585000000002,608-571-6211,402 W Main St,WI,,53597
Madison,Harker Heating and Cooling Inc,43.0359,-89.3924999999999,608-571-6328,87 W Beltline Hwy,WI,http://www.harkerheating.com,53713
DeForest,Arts Electric and Heating Inc,43.2338,-89.3318,608-318-4757,416 Market St,WI,,53532
Oregon,Shackelford Heating &amp;amp; Cooling,42.9373,-89.3917000000003,608-291-6090,679 Inverness St,WI,http://shackelfordheating.com/,53575
Madison,General Heating and Air Conditioning Inc.,43.0359,-89.3924999999999,608-620-0070,2920 Perry St,WI,http://www.generalheating.com,53713
Sauk City,Prairie Plumbing and Heating,43.2637,-89.8631000000002,608-448-3329,402 John Q Adams St,WI,,53583
Stoughton,Olson Heating and Sheet Metal,42.9244,-89.2045999999998,608-492-2778,251 W Main St,WI,,53589
Black Earth,Modern Heating and Cooling,43.122,-89.7414,608-721-6862,10050 US Highway 14,WI,,53515
Madison,Leading Edge Heating and Air Conditioning,43.0641,-89.3127,608-665-1979,1601 S Stoughton Rd,WI,,53716
Evansville,R A Heating and Air Conditioning Inc,42.7611,-89.2689000000002,608-571-6233,598 Water St,WI,,53536
Madison,Forward Heating &amp;amp; Cooling,43.0359,-89.3924999999999,,2037 Catlin Place,WI,,53713
North Freedom,Kurt Schlieckau Heating &amp;amp; Cooling,43.3962,-89.8684999999998,608-477-4197,S6969 CTY RD PF,WI,,53951
Ripon,Condon Total Comfort,43.8527,-88.8454999999999,920-299-5231,11 Blackburn St,WI,,54971
Tomah,Derousseau Heating &amp;amp; AC,44.0237,-90.4921,608-567-4806,24771 Foley Ave,WI,,54660
Arkdale,Dellwood Plumbing and Heating Inc,44.0724,-89.9030999999998,608-403-4589,1952 Czech Ave,WI,,54613
Wisconsin Rapids,Ron&amp;#39;s Refrigeration &amp;amp; Air Conditioning,44.3431,-89.7334,715-544-8140,2431 49th St S,WI,,54494
Wisconsin Dells,Oberdorf Heating and Cooling,43.6772,-89.746,608-340-1028,486 Gale Ct,WI,,53965
Appleton,Four Seasons Heating and Cooling,44.3383,-88.4041000000001,920-944-3153,711 W Deerview Dr,WI,,54913
Kaukauna,Berken Heating and Cooling,44.3542,-88.2601000000002,920-415-0868,730 Cty Tk KK,WI,,54130
Neenah,Modern Sheet Metal Inc,44.1857,-88.529,920-268-0473,2180 American Dr,WI,http://www.modernhvac.com,54956
Neenah,Integrity Heating &amp;amp; Air Conditioning LLC,44.1857,-88.529,920-944-3872,1056 Rock Ledge Ln,WI,,54956
Green Bay,Foremen Heating &amp;amp; Ventilation,44.539,-88.0506999999999,920-393-7335,819 Morley Rd,WI,,54303
Green Bay,Hurckman Heating and Cooling,44.539,-88.0506999999999,920-393-7591,1428 Velp Ave,WI,,54303
Shawano,Knope Heating and Air Conditioning,44.7924,-88.6722000000002,920-249-4537,1473 E Green Bay St,WI,http://www.knopehvac.com,54166
Sturgeon Bay,Eagle Mechanical,44.7888,-87.4464,920-868-6093,850 S Lansing Ave,WI,,54235
Luxemburg,Wulf Brothers Heating &amp;amp; Air Conditioning,44.5424,-87.7165000000002,920-365-5575,200 Commerce Dr,WI,,54217
Kellnersville,Maribel Heating and Plumbing Inc,44.2255,-87.8023000000002,920-367-0471,610 Tower Ave,WI,,54215
Stevens Point,Badger Heating and Air Conditioning,44.5323,-89.5033999999998,715-972-1346,5348 US Highway 10 E,WI,,54482
Merrill,Weather Control,45.2167,-89.8732000000001,715-449-4462,1500 E Main St.,WI,,54452
Willard,"Accurate Air Solutions, LLC",44.6989,-90.8180999999999,715-503-2285,W8712 County Road Gg,WI,,54493
Rhinelander,Dahlquist Heating and Cooling,45.6521,-89.3386000000002,715-388-7012,3399 S Faust Lake Rd,WI,,54501
Minocqua,Quality Heating Inc,45.8538,-89.8777000000001,715-804-4178,9752 W Lake Ave,WI,,54548
Lakewood,GEM Heating and Sheet Metal,45.3311,-88.4362,715-350-2265,15487 Commercial Rd,WI,,54138
Armstrong Creek,ARMSTRONG CREEK HTG &amp;amp; CLG,45.6731,-88.4980999999998,715-350-2063,1444 Leja Rd,WI,,54103
Mondovi,Home Comfort Heating &amp;amp; Cooling,44.6393,-91.6738000000001,715-318-1944,W1589 Albany E,WI,,54755
Wisconsin Rapids,Tri City Refrigeration Inc,44.3431,-89.7334,715-544-8142,3019 State Highway 73 S,WI,,54494
Hudson,Muller Mechanical Services Inc,44.9743,-92.6898999999999,715-690-1928,579 Schommer Dr,WI,,54016
Knapp,Gunderson Heating And Electric Inc,44.9597,-92.0811999999999,715-953-4262,3225 50th Ave,WI,,54749
Chippewa Falls,Kurth Sheet Metal Inc,44.9743,-91.4378999999998,715-861-6569,4115 123rd St,WI,http://www.kurthsheetmetal.com,54729
Rice Lake,PAULS SHEET METAL INC,45.5296,-91.7230999999999,715-403-5217,1017 Haugen Ave,WI,,54868
New Richmond,Kunzs All Temps Inc,45.1804,-92.5509999999999,715-760-9331,1988 115th St,WI,,54017
Roberts,St. Croix Heating &amp;amp; Cooling,44.9927,-92.5554999999999,715-629-1460,PO Box 90,WI,,54023
River Falls,Wise Heating and Air Conditioning,44.8561,-92.6271999999999,715-629-9728,W 12090 846th Ave,WI,,54022
Alma,Nuzum Refrigeration / HVAC,44.4397,-91.8048999999999,608-468-6541,S1511 County Road I,WI,,54610
Hayward,BATES PLUMBING &amp;amp; HEATING,46.0387,-91.2627000000001,715-609-2245,12323 W County Road B,WI,,54843
Washburn,All Temp Heating &amp;amp; Cooling,46.6937,-91.0365000000001,715-718-4293,PO Box 28,WI,,54891
Park Falls,Wollerman Plumbing and Heating,45.9599,-90.2362000000002,715-403-5923,135 5th Ave S,WI,,54552
Siren,Daniels Plbg &amp;amp; Htg Inc,45.7722,-92.3941999999997,715-954-4221,24056 State Road 35,WI,,54872
Ironwood,Mukavitz Heating Inc,46.4778,-90.1763999999997,906-364-8319,111 S Lawrence St,MI,,49938
Tony,Doug&amp;#39;s Plumbing and Heating,45.4653,-90.9779999999999,715-609-2293,N4665 Poplar Rd,WI,,54563
Hortonville,Van Handel Heating,44.3149,-88.6293,920-944-8414,N3225 HWY 15,WI,,54944
Markesan,SUPERHEAT &amp;amp; COOLING,43.7088,-89.0189,920-944-3895,19 S Bridge St,WI,,53946
Oshkosh,Rasmussen Heating &amp;amp; Air Conditioning,43.9694,-88.6464999999998,920-376-8655,5154 David Dr,WI,,54904
Robson,Frazier Heating and Air Conditioning,38.096,-81.2492000000002,304-513-4437,Route 61,WV,,25173
Williamson,"CULLOP HEATING, COOLING, AMD ELECTRICAL",37.7209,-82.2537,606-621-0402,PO Box 2637,WV,,25661
Elkins,David Davis Heating and Air Conditioning,38.943,-79.8268,304-591-1107,703 N Randolph Ave,WV,,26241
FLATWOODS,JD&amp;#39;S HEATING &amp;amp; COOLING LLC,38.744,-80.5968000000002,304-900-3608,190 FISHER DRIVE,WV,,26621
Covington,Alleghany Highlands Mechanical,37.7731,-80.0631999999998,540-254-0967,200 Smokey Bear Ln,VA,,24426
South Charleston,Darnold &amp;amp; Lyons,38.3593,-81.6841999999999,304-807-9576,117 First Avenue,WV,,25303
Milton,Ashworth Heating &amp;amp; Cooling,38.4138,-82.1373000000001,304-397-5580,1439 Johns Creek Road,WV,http://www.ashworthcool.com,25541
Winfield,Absten &amp;amp; Son LLC,38.5058,-81.9328,304-760-5346,RR 3 Box 6132,WV,,25213
