DealerName,PostalAddress,City,State,ZipCode,Country,Phone,LocatorLatitude,LocatorLongitude,Website,Brand
Boulard Heating and A/C,4538 W Bingham Park Dr,West Jordan,UT,84088,United States,385-715-4219,40.5966,-111.9636,,Carrier
HUNT HEATING & AIR,5830 SOUTH JORDAN CANAL ROAD,TAYLORSVILLE,UT,84129,United States,385-313-8542,40.6531,-111.9621,,Carrier
Rapid Response Heating and Air,4060 SOUTH 300 EAST,Salt Lake City,UT,84107,United States,385-226-5725,40.6583,-111.8836,,Carrier
Kelly&s Heating,PO Box 788,West Jordan,UT,84084,United States,385-715-4349,40.6225,-111.9494,,Carrier
Wasatch Mechanical LLC,1515 N 1900 W,Lehi,UT,84043,United States,385-236-2695,40.3936,-111.8463,,Carrier
Arrant Heating & Air Conditioning,645 E 700 S,Clearfield,UT,84015,United States,801-719-5004,41.123,-112.0639,,Carrier
Ben Lomond Heating,2300 N Highway 89,Ogden,UT,84404,United States,385-240-6396,41.2701,-112.1354,,Carrier
H&M Heating and Cooling,619 E 100 N,Kaysville,UT,84037,United States,801-336-4861,41.0365,-111.927,,Carrier
Salmon HVAC,605 N 1250 W,Centerville,UT,84014,United States,385-399-0075,40.9303,-111.8585,,Carrier
"Wasatch Heating & Air, Inc",505 Brenda Pl,Tooele,UT,84074,United States,435-249-7697,40.5393,-112.3531,,Carrier
Aire Serv of Salt Lake,2755 S 300 W,Salt Lake City,UT,84115,United States,385-313-8585,40.7142,-111.8914,,Carrier
CTR  Heating & A/C,5062 W Opal Hill Dr,West Jordan,UT,84081,United States,385-439-0163,40.5968,-112.0116,,Carrier
"PPM Plumbing, Heating & Cooling",864 N 1430 W,Orem,UT,84057,United States,385-312-9831,40.3142,-111.7099,,Carrier
Ascend HVAC,P.O. Box 25813,Salt Lake City,UT,84125,United States,385-715-4926,40.7005,-111.9456,,Carrier
Diamond Air,2147 Rulon White Blvd,Ogden,UT,84404,United States,385-240-6373,41.2701,-112.1354,,Carrier
PINNACLE HVAC,1910 Kenilworth Rd,Helper,UT,84526,United States,385-200-2735,39.7304,-110.9173,,Carrier
Central Valley Mechanical,190 S Main St,Nephi,UT,84648,United States,801-405-9036,39.5857,-111.9692,http://www.centralvalleymechanical.com,Carrier
Peterson Refrigeration & Mechanical,550 S Main St,Gunnison,UT,84634,United States,435-633-6780,39.1741,-111.7933,,Carrier
BLAKE HEATING & AIR/HARTLE ENTERPRIZE,50 W 100 N,Richfield,UT,84701,United States,385-424-1115,38.7083,-111.7291,,Carrier
Bergmann Heating and Air,250 Mountainlands Dr,Orem,UT,84058,United States,385-203-7341,40.2724,-111.717,,Carrier
"CLIMATE DOCTOR, L.L.C.",11315 S 5600 W,Payson,UT,84651,United States,385-203-7231,40.0019,-111.732,,Carrier
HRC CLIMATE SERVICES,1896 E 1700 S,Spanish Fork,UT,84660,United States,385-200-2723,40.1192,-111.6894,,Carrier
Carmack HVAC,83 E Industrial Dr,Washington,UT,84780,United States,435-216-9682,37.1656,-113.4755,,Carrier
Barnett Heating & Cooling,25 N 200 W,Kanab,UT,84741,United States,435-572-4021,37.2711,-111.7696,,Carrier
Outwest HVAC Inc.,2125 Kennedy Pl,Saint George,UT,84790,United States,435-414-9282,37.0469,-113.6079,,Carrier
Sunshine Heating & A/C Inc.,535 N 1400 E,Saint George,UT,84770,United States,435-267-0002,37.1317,-113.7959,,Carrier
PIONEER HEATING & AIR,340 S Main St,Washington,UT,84780,United States,435-275-4669,37.1656,-113.4755,,Carrier
Advanced Air,3861 W 200 N,Hurricane,UT,84737,United States,435-215-1082,37.2274,-113.1391,,Carrier
CROPPMETCALFE-WARRENTON,6649 Garland Dr,Warrenton,VA,20187,United States,571-341-5705,38.754,-77.7224,,Carrier
CROPPMETCALFE-FAIRFAX,8421 Hilltop Rd,Fairfax,VA,22031,United States,571-385-1174,38.8598,-77.2589000000002,,Carrier
Mann-In Inc,14700 Flint Lee Rd,Chantilly,VA,20151,United States,571-392-5244,38.8959,-77.4456,http://www.mann-in.com,Carrier
Brennan&s Heating and A/C Service,2608 Morse Ln,Woodbridge,VA,22192,United States,571-409-1835,38.6839,-77.3246000000001,http://brennanshvac.com,Carrier
Rush Electric Co Inc,5510 Franconia Rd,Alexandria,VA,22310,United States,571-388-2223,38.7842,-77.1227,http://www.rushcompanies.com,Carrier
Popes Air,9026 Hornbaker Rd,Manassas,VA,20109,United States,571-348-0360,38.7882,-77.5328,,Carrier
Vernon Heating and Air Conditioning,42655 Trade West Dr,Dulles,VA,20166,United States,571-732-3331,38.9643,-77.4676999999999,http://www.vernonheating.com,Carrier
Appleton Campbell Inc,100 E Franklin St,Warrenton,VA,20186,United States,540-216-0378,38.6876,-77.8190000000001,http://appletoncampbell.com,Carrier
Donmar Heating and Cooling,22821 Silverbrook Center Dr,Sterling,VA,20166,United States,571-325-0473,38.9643,-77.4676999999999,http://www.donmarcompany.com,Carrier
Climatic Heating and Cooling,9 W Federal St po box 991,Middleburg,VA,20118-0991,United States,540-883-0406,38.9757,-77.6984999999998,http://www.climaticva.com,Carrier
John E. Nugent & Sons,1387 Chain Bridge Rd,McLean,VA,22101,United States,571-341-5238,38.9398000000007,-77.1676999999984,,Carrier
Air Treatment Co,518 Mill St NE,Vienna,VA,22180,United States,571-732-3552,38.8958,-77.2541999999998,http://www.air-treatment.com,Carrier
Garneski Air Conditioning and Heating,"45915 Maries Rd, Unit 184",Sterling,VA,20166,United States,571-446-0528,38.9643,-77.4676999999999,http://www.garneski.com,Carrier
HVAC Unlimited,9704 Gunston Cove Rd,Lorton,VA,22079,United States,571-642-1465,38.6817,-77.2042000000002,,Carrier
Richards Air Conditioning Co,200 Hillwood Ave,Falls Church,VA,22046,United States,571-341-5189,38.8866,-77.1793,http://www.richardsac.com,Carrier
"Air 1 Mechanical System, Inc.","45710 Oakbrook Ct, Suite 140",Sterling,VA,20166,United States,571-483-8143,38.9643,-77.4676999999999,http://www.airone360.com,Carrier
"Airplus AC, Htg., Svc., LLC",7015 Old Keene Mill Rd,Springfield,VA,22150,United States,571-341-5191,38.7731,-77.1851000000003,,Carrier
495 HVAC,6375 Little River Turnpike,Alexandria,VA,22312,United States,571-451-0706,38.8177,-77.1548999999998,,Carrier
HVAC Experts,11350 Random Hills Road,Fairfax,VA,22030,United States,571-388-2714,38.8379,-77.3449999999998,,Carrier
"Michael & Son Services, Inc.",8553 Seminole Trl,Ruckersville,VA,22968,United States,434-473-7127,38.2469,-78.3926000000002,,Carrier
Robert B Payne Inc,1209 Lafayette Blvd,Fredericksburg,VA,22401,United States,540-684-3768,38.2993,-77.4868999999998,,Carrier
Woodward Electric Co Inc,PO Box 491,Bowling Green,VA,22427,United States,804-742-0220,38.0139,-77.1749999999998,,Carrier
Rymans Inc,996 Old Virginia St,Urbanna,VA,23175,United States,804-286-4918,37.6507,-76.6196000000001,,Carrier
Pritchard and Fallin Inc,367 Northumberland Hwy,Callao,VA,22435,United States,804-313-6602,37.9748,-76.5746999999999,http://www.pritchardfallin-hvac.com,Carrier
Crowther Heating and Air Conditioning,503 N Main St,Kilmarnock,VA,22482,United States,804-286-4914,37.7427,-76.3857999999997,,Carrier
"Richard F Haynie, Inc",1938 Walnut Point Rd,Heathsville,VA,22473,United States,804-480-2044,37.9041,-76.4347999999999,,Carrier
Royal Heating and Air Conditioning,1888 Wonderland Land,Front Royal,VA,22630,United States,540-692-1614,38.9572,-78.2103999999998,,Carrier
HUNSBERGER MECHANICAL LLC,136 Deerfield Ests,Stanley,VA,22851,United States,540-860-4383,38.5489,-78.4959000000002,,Carrier
M.E. Flow,6426 Richmond Hwy,Alexandria,VA,22306,United States,571-252-5635,38.7569,-77.0910000000001,,Carrier
M.E. Flow,12 Cardinal Park Dr SE,Leesburg,VA,20175,United States,571-293-6875,39.0667,-77.5996999999998,,Carrier
Air Quality Systems Inc,101 Hartz Blvd,Broadway,VA,22815,United States,540-908-4790,38.6304,-78.7979,http://www.aqshvac.com/,Carrier
McKinney Heating & AC,PO Box 609,Collinsville,VA,24078,United States,276-352-4753,36.7305,-79.9089000000002,,Carrier
MOUNTAIN VALLEY HOME COMFORT INC.,PO Box 719,New Market,VA,22844,United States,540-860-4198,38.6726,-78.6690999999999,,Carrier
Air Conditioning Servicers Inc,480 S Main St,Broadway,VA,22815,United States,540-689-0959,38.6304,-78.7979,,Carrier
Birds Heating and Air Conditioning Inc,2507 W Beverley St,Staunton,VA,24401,United States,540-324-4875,38.1221,-79.0825000000003,,Carrier
W E Brown Inc,915 Monticello Rd,Charlottesville,VA,22902,United States,434-234-4950,38.025,-78.4760999999999,,Carrier
Blue Ridge Services Heating & Air,1175 5th St SW,Charlottesville,VA,22902,United States,434-234-4946,38.025,-78.4760999999999,,Carrier
BOYERS 72 DEGREES HTG & AC LLC,75 Commonwealth Drive,Lyndhurst,VA,22952,United States,540-324-8632,37.9643,-78.9678000000001,http://www.rsboyersheatingandair.com,Carrier
Ronnie Ritchie Service Co,1157 W Main St,Waynesboro,VA,22980,United States,540-324-8711,38.0936,-78.8951000000001,,Carrier
Woodfin Your Home Team,1823 N Hamilton St,Richmond,VA,23230,United States,804-723-1572,37.5861,-77.4907,,Carrier
G M Hobart Co,17068 Mountain Rd,Montpelier,VA,23192,United States,804-459-8416,37.8225,-77.6987000000001,http://www.gmhobart.com,Carrier
Evans Heating And Air Llc,7404 Commerce Way,Ruther Glen,VA,22546,United States,804-876-0058,37.9356,-77.4527999999998,,Carrier
R.K. Payne HVAC Elect. Inc.,3456 Kings Hwy,King George,VA,22485,United States,540-709-7764,38.265,-77.1227999999998,,Carrier
"Michael & Son Services, Inc.",1407 Cummings Dr,Richmond,VA,23220,United States,571-341-5701,37.5498,-77.4597999999998,,Carrier
Hanover Air Systems,8162 Elm Drive,Mechanicsville,VA,23111,United States,804-442-7125,37.634,-77.2585000000001,,Carrier
Howells Heating and Air Conditioning,11216 Air Park Rd,Ashland,VA,23005,United States,804-417-6462,37.7534,-77.4950000000002,,Carrier
Comfort Systems Inc,11081 Air Park Rd,Ashland,VA,23005,United States,804-368-6843,37.7534,-77.4950000000002,,Carrier
Hungerford Heating & Cooling,1604 E Broad St,Richmond,VA,23219,United States,804-593-5319,37.5411,-77.4345999999999,,Carrier
A/C Masters Inc.,314 Old York Hampton Hwy,Yorktown,VA,23692,United States,757-849-0887,37.1781,-76.4668999999999,http://www.acmasters.com,Carrier
Advanced Comfort Inc.,126 Production Dr,Yorktown,VA,23693,United States,757-320-1202,37.1229,-76.4457999999999,http://www.addcomfort.com,Carrier
William E. Moye Heating & Cooling Inc.,92 Barricks Mill Road,Topping,VA,23169,United States,804-286-4039,37.5982,-76.4578999999999,,Carrier
Macs Htg & Clg Ltd,702 Industrial Park Dr,Newport News,VA,23608,United States,757-269-3745,37.1394,-76.5687999999998,,Carrier
Art Newsome Inc,728 Middle Ground Blvd,Newport News,VA,23606,United States,757-528-8503,37.0789,-76.4958000000001,,Carrier
Tommy Garner Air Conditioning,12535 Warwick Blvd,Newport News,VA,23606,United States,757-750-0291,37.0789,-76.4958000000001,http://www.tommygarner.com,Carrier
Allen&s HVAC Services,12 Mellon St,Newport News,VA,23606,United States,757-602-0817,37.0789,-76.4958000000001,,Carrier
Hilton Heating & Air Cond,11524 Jefferson Ave,Newport News,VA,23601,United States,757-913-5953,37.0588,-76.4641000000002,http://www.hiltonheating.com,Carrier
"Comfort Technology, Inc.",2810 Build America Dr,Hampton,VA,23666,United States,757-913-5958,37.0595,-76.4069000000003,http://www.comforttechnologyinc.com,Carrier
Peninsula Electric Co Inc,1715 Kecoughtan Rd,Hampton,VA,23661,United States,757-750-1057,37.0089,-76.3866,,Carrier
Batkins Eubank Heating & Air Conditioning,PO Box 531,Quinton,VA,23141,United States,804-554-3623,37.5257,-77.1511000000002,,Carrier
"Commonwealth Heating and Contractors, Inc.",3200 Milburn Ave,Richmond,VA,23223,United States,804-292-0551,37.556,-77.3779,,Carrier
Eveready Service Experts,PO Box 24406,Richmond,VA,23224,United States,804-256-7335,37.4971,-77.4667999999998,,Carrier
"Stanley Quality Systems, Inc",279 Adams Ln,Aylett,VA,23009,United States,804-885-3676,37.8127,-77.1899999999998,,Carrier
RVA Heating & Cooling,12805 Spring Run Rd,Midlothian,VA,23112,United States,804-510-2182,37.4373,-77.6622,,Carrier
"W G Speeks, Inc.",10711 Paulbrook Dr,Midlothian,VA,23112,United States,804-593-5416,37.4373,-77.6622,,Carrier
David L. Hall Inc.,2424 Granite Ridge Rd,Rockville,VA,23146,United States,804-719-1928,37.7327,-77.7096000000003,,Carrier
Short Pump Heating & Air,12111 Ridgefield Pkwy,Richmond,VA,23233,United States,804-977-1695,37.6158,-77.6364000000003,,Carrier
Dominion Service Co of Richmond,2630 Goodes Bridge Rd,Richmond,VA,23224,United States,804-298-2396,37.4971,-77.4667999999998,,Carrier
Karson Forsberg & Co.,17331 Lankford Hwy,Parksley,VA,23421,United States,757-655-7298,37.779,-75.6343000000002,,Carrier
"S&S Mechanical, Inc",15329 PUNGOTEAGUE RD.,Painter,VA,23420,United States,757-656-4354,37.58,-75.7970999999998,,Carrier
"White Goods Services, Inc.",1209 Baker Rd,Virginia Beach,VA,23455,United States,757-932-3012,36.8894,-76.1479999999999,http://whitegoodsservices.com/,Carrier
Parker Darden Htg & Air Cond,201 S Main St,Franklin,VA,23851,United States,757-517-2792,36.6905,-76.9426000000001,,Carrier
Waltman Heating and Electrical Contractors,424 Grove Ave,Petersburg,VA,23803,United States,804-451-3431,37.2163,-77.4782999999998,,Carrier
FREDDIES HEATING & A/C,6700 River Rd,Petersburg,VA,23803,United States,804-518-8837,37.2163,-77.4782999999998,,Carrier
CAPITAL CITY HTG & COOLING INC,PO Box 4635,Midlothian,VA,23112,United States,804-510-2202,37.4373,-77.6622,,Carrier
GRIFFITH HEATING & COOLING INC,12601 Wilfong Dr,Midlothian,VA,23112,United States,804-593-5252,37.4373,-77.6622,,Carrier
"Hawk&s Heating & Air, LLC",PO Box 2590,Chesterfield,VA,23832,United States,804-451-4427,37.3989,-77.5740999999998,,Carrier
Price Supply Co Inc,105 Plank Rd,Farmville,VA,23901,United States,434-394-0812,37.3229,-78.4174999999998,,Carrier
CONSOLITECH INTERNATIONAL LLC (Midlothian Mechanical),MIDLOTHIAN MECHANICAL,MIDLOTHIAN,VA,23113,United States,804-601-4772,37.5382,-77.6692,,Carrier
Bohannon Electric Htg & A/C,1348 Richmond Hwy,Concord,VA,24538,United States,434-993-8158,37.3378,-78.9649999999999,,Carrier
Farmer&s Heating,178 White Pine Dr,Lynchburg,VA,24501,United States,804-593-5401,37.3527,-79.1575999999998,,Carrier
"Southern Air, Inc.",2655 Lakeside Drive,Lynchburg,VA,24501,United States,434-218-1978,37.3527,-79.1575999999998,http://southern-air.com/,Carrier
Candler Heating and Air,200 Durham St,Lynchburg,VA,24501,United States,434-338-6995,37.3527,-79.1575999999998,,Carrier
Davis Heating and Cooling Inc,19218 Forest Rd,Lynchburg,VA,24502,United States,434-485-5735,37.3516,-79.2171,,Carrier
"Cundiff Heating & Air Conditioning, Inc.",20436 Lynchburg Hwy,Lynchburg,VA,24502,United States,888-388-2706,37.3516,-79.2171,,Carrier
"Cundiff Heating & Air Conditioning, Inc.",po box 7369,roanoke,VA,24019,United States,540-685-1492,37.3449,-79.9562,,Carrier
Main Heating and Air,1930 Patterson Ave SW,Roanoke,VA,24016,United States,540-795-2195,37.2725,-79.9556000000001,,Carrier
PRILLAMAN MECHANICAL HTG & A/C,PO Box 1309,Salem,VA,24153,United States,540-795-2185,37.2956,-80.1166000000001,,Carrier
"Cundiff Heating & Air Conditioning, Inc.",970 Roanoke St,Christiansburg,VA,24073,United States,540-585-1933,37.1278,-80.4250999999999,,Carrier
New River Heating and Air,91 Ingles St,Radford,VA,24141,United States,540-505-0792,37.1746,-80.6425000000002,,Carrier
"Cundiff Heating & Air Conditioning, Inc.",11795 Old Franklin Tpke,Union Hall,VA,24176,United States,540-912-4293,36.9976,-79.6899999999999,,Carrier
Temp O Matic Inc,304 W Virginia Ave,Vinton,VA,24179,United States,540-795-2152,37.2726,-79.7652999999998,http://www.temp-o-matic.com,Carrier
H.T.F. Mechanical,1026 White House Rd,Moneta,VA,24121,United States,540-874-2713,37.2404,-79.6336000000002,,Carrier
A-1 Heating And Cooling,13 Roanoke St,Martinsville,VA,24112,United States,276-352-4692,36.7249,-79.8574,,Carrier
Bryants Plumbing and Heating Corp,395 Greenhill Dr,Martinsville,VA,24112,United States,276-352-4579,36.7249,-79.8574,,Carrier
Starnes Refrigeration,265 W Main St,Lebanon,VA,24266,United States,276-582-1359,36.85,-82.1248999999999,,Carrier
Williams Heating and Air,128 Kane St,Gate City,VA,24251,United States,888-827-2767,36.6668,-82.6167,,Carrier
Custom Air,554 Railroad Dr,Marion,VA,24354,United States,276-243-0793,36.8339,-81.5195000000001,,Carrier
Ryder Electric Inc,42 Thomastown Rd,Hot Springs,VA,24445,United States,540-319-5312,37.9738,-79.8988000000003,,Carrier
JW Ultra Air Heating & Cooling,3035 Les Paul Rd,Creedmoor,NC,27522,United States,984-444-5209,36.1139,-78.6264999999999,,Carrier
Corum Heating and Air Conditioning Co Inc,605 N Bridge St,Eden,NC,27288,United States,336-612-3899,36.5114,-79.7843999999998,,Carrier
Lloyd&s Heating & Air,795 Hampton Rd,Eden,NC,27288,United States,336-939-6131,36.5114,-79.7843999999998,,Carrier
Strongs Inc,200 Sunset Dr,Pearisburg,VA,24134,United States,540-922-1167,37.2475,-80.7675,http://www.strongsinc.com,Carrier
McNultys Heat and Air,7121 Redbud Hwy,Honaker,VA,24260,United States,276-254-4784,37.0328,-82.0041999999998,,Carrier
Appalachian Heating,6268 Robert C Byrd Dr,Bradley,WV,25818,United States,304-202-1163,37.8654,-81.1943999999998,http://www.appheat.com,Carrier
MM Comfort Systems,18103 NE 68th St,Redmond,WA,98052,United States,425-296-9495,47.6833,-122.1231,http://www.mmcomfortsystems.com,Carrier
Olympic Mechanical Inc,21718 66th Ave W,Mountlake Terrace,WA,98043,United States,425-599-2064,47.7924,-122.3065,http://www.olympic-mechanical.com,Carrier
All Points Heating & Fireplace,4332 Chennault Beach Rd,Mukilteo,WA,98275,United States,425-947-1999,47.9095,-122.3022,http://www.allpointsheating.com,Carrier
"Gasline Mechanical, Inc.",9926 Elliott Rd,Snohomish,WA,98296,United States,425-908-0886,47.8293,-122.096,http://www.gaslinemechanical.com,Carrier
Universal Refrigeration,4102 B Pl NW,Auburn,WA,98001,United States,253-275-0847,47.31,-122.2668,http://www.universalrefrig.com/,Carrier
PMG Mechanical,15600 NE 8th St,Bellevue,WA,98008,United States,206-876-7133,47.6067,-122.1171,,Carrier
Brennan Heating,4601 S 134th Pl,Seattle,WA,98168,United States,206-973-0968,47.4892,-122.3029,,Carrier
"Treat&s Heating & Cooling, a division of Auburn Sheet Metal",844 Mt Villa Dr,Enumclaw,WA,98022,United States,360-226-2509,47.1782,-121.6415,http://www.treatsheating.com/,Carrier
"All Seasons, Inc.",4851 S Washington St,Tacoma,WA,98409,United States,253-948-3582,47.2069,-122.4815,http://www.wantheat.com,Carrier
Olson Energy Service,4415 Leary Way NW,Seattle,WA,98107,United States,206-445-6786,47.6705,-122.3818,http://www.olsonenergy.com,Carrier
D/B Solutions,2100 196th St SW,Lynnwood,WA,98036,United States,425-599-2029,47.8111,-122.2834,,Carrier
Kings Heating & Air Conditioning,6925 216th St SW,Lynnwood,WA,98036,United States,425-599-2057,47.8111,-122.2834,http://www.kingsheating.com,Carrier
Barron Heating and Air Conditioning Inc,5100 Pacific Hwy,Ferndale,WA,98248,United States,360-543-8423,48.8653,-122.6362,http://www.barronheating.com,Carrier
Marrs Heating and Air Conditioning,1677 MT Baker Hwy,Bellingham,WA,98226,United States,360-255-7897,48.8172,-122.4045,http://www.marrsheating.com,Carrier
Puyallup Heating and Air Conditioning,130 15th St SE,Puyallup,WA,98372,United States,253-251-1797,47.2268,-122.2762,http://www.puyallupheating.com,Carrier
Harbor Ventilation dba L and B Heating,701 E Market St,Aberdeen,WA,98520,United States,360-209-8935,47.1445,-123.7718,http://www.harborventilation.com,Carrier
